Año,Min,FG %,3PT%,FT%,Receptions,Assists,BLK(Tapones),STL(Recoveries),PF(Personal Faults),TO(Ball Lost),PTS_next_match,WinBinary,LocalPoints,VisitorPoints,LebronTeamPoints,OtherTeamPoints,Local_Binary,FG_made,FG_attempted,FT_made,FT_attempted,3PTS_made,3PTS_attempted,AñoMes,3PT%_rolling_mean_4,3PTS_attempted_rolling_mean_4,3PTS_made_rolling_mean_4,Assists_rolling_mean_4,Año_rolling_mean_4,BLK(Tapones)_rolling_mean_4,FG %_rolling_mean_4,FG_attempted_rolling_mean_4,FG_made_rolling_mean_4,FT%_rolling_mean_4,FT_attempted_rolling_mean_4,FT_made_rolling_mean_4,LebronTeamPoints_rolling_mean_4,LocalPoints_rolling_mean_4,Local_Binary_rolling_mean_4,OtherTeamPoints_rolling_mean_4,PF(Personal Faults)_rolling_mean_4,Receptions_rolling_mean_4,STL(Recoveries)_rolling_mean_4,TO(Ball Lost)_rolling_mean_4,VisitorPoints_rolling_mean_4,WinBinary_rolling_mean_4,three_point_ratio,free_throw_ratio,lebron_team_points_ratio,three_point_ratio_rolling_mean_4,free_throw_ratio_rolling_mean_4,lebron_team_points_ratio_rolling_mean_4
2018.0,31,0.529,0.2,0.75,6.0,8.0,1.0,0.0,0.0,5.0,28.0,1.0,120.0,96.0,96.0,120.0,1.0,9.0,17.0,3.0,4.0,1.0,5.0,2018-12,0.251,5.75,1.75,8.5,2018.0,0.25,0.5295,21.75,11.5,0.694,7.25,5.0,107.5,121.25,0.75,118.0,1.75,6.75,1.5,3.25,104.25,0.75,0.2,0.75,0.2916666666666667,0.25089285714285714,0.6939102564102564,0.2999684196412189
2018.0,31,0.5710000000000001,0.5,0.5,5.0,4.0,1.0,0.0,3.0,4.0,38.0,1.0,114.0,103.0,103.0,114.0,1.0,12.0,21.0,2.0,4.0,2.0,4.0,2018-11,0.376,6.0,2.25,7.25,2018.0,0.5,0.54725,22.5,12.25,0.65225,7.5,5.0,111.25,122.0,0.75,118.75,2.0,6.0,1.0,3.0,108.0,0.75,0.5,0.5,0.36893203883495146,0.37589285714285714,0.6522435897435898,0.2927696111681386
2018.0,38,0.556,0.28600000000000003,0.6,9.0,7.0,0.0,2.0,2.0,4.0,14.0,1.0,104.0,96.0,96.0,104.0,1.0,15.0,27.0,6.0,10.0,2.0,7.0,2018-11,0.35375,5.75,2.0,6.25,2018.0,0.5,0.57025,22.25,12.75,0.6355,7.75,5.0,102.0,114.75,1.0,114.75,1.5,6.25,1.0,3.75,102.0,1.0,0.2857142857142857,0.6,0.14583333333333334,0.3535714285714286,0.635576923076923,0.25028057608041926
2018.0,30,0.33299999999999996,0.0,0.667,7.0,2.0,2.0,2.0,0.0,4.0,24.0,0.0,117.0,85.0,117.0,85.0,0.0,5.0,15.0,4.0,6.0,0.0,4.0,2018-11,0.2465,5.0,1.25,5.25,2018.0,1.0,0.49725,20.0,10.25,0.62925,6.0,3.75,103.0,113.75,0.75,105.75,1.25,6.75,1.0,4.25,95.0,0.75,0.0,0.6666666666666666,0.20512820512820512,0.24642857142857144,0.6291666666666667,0.25289006099078915
2018.0,40,0.5710000000000001,0.28600000000000003,0.545,4.0,7.0,1.0,0.0,4.0,6.0,22.0,0.0,108.0,104.0,108.0,104.0,0.0,8.0,14.0,6.0,11.0,2.0,7.0,2018-11,0.268,5.5,1.5,5.0,2018.0,1.0,0.50775,19.25,10.0,0.5780000000000001,7.75,4.5,106.0,110.75,0.5,101.75,2.25,6.25,1.0,4.5,97.0,0.5,0.2857142857142857,0.5454545454545454,0.2037037037037037,0.2678571428571429,0.578030303030303,0.2308993202500484
2018.0,35,0.47100000000000003,0.4,0.667,10.0,7.0,1.0,2.0,1.0,5.0,32.0,1.0,90.0,83.0,83.0,90.0,1.0,8.0,17.0,4.0,6.0,2.0,5.0,2018-11,0.24300000000000002,5.75,1.5,5.75,2018.0,1.0,0.48275,18.25,9.0,0.61975,8.25,5.0,101.0,104.75,0.5,95.75,1.75,7.5,1.5,4.75,92.0,0.5,0.4,0.6666666666666666,0.3855421686746988,0.24285714285714288,0.6196969696969696,0.23505185270998524
2018.0,36,0.55,0.33299999999999996,0.667,14.0,7.0,1.0,0.0,3.0,4.0,51.0,1.0,109.0,105.0,105.0,109.0,1.0,11.0,20.0,8.0,12.0,2.0,6.0,2018-11,0.25475000000000003,5.5,1.5,5.75,2018.0,1.25,0.48125,16.5,8.0,0.6365000000000001,8.75,5.5,103.25,106.0,0.5,97.0,2.0,8.75,1.0,4.75,94.25,0.5,0.3333333333333333,0.6666666666666666,0.4857142857142857,0.2547619047619048,0.6363636363636364,0.32002209080522337
2018.0,38,0.613,0.75,0.7,8.0,3.0,1.0,2.0,3.0,2.0,22.0,1.0,113.0,97.0,97.0,113.0,1.0,19.0,31.0,7.0,10.0,6.0,8.0,2018-11,0.44225000000000003,6.5,3.0,6.0,2018.0,1.0,0.55125,20.5,11.5,0.64475,9.75,6.25,98.25,105.0,0.75,104.0,2.75,9.0,1.0,4.25,97.25,0.75,0.75,0.7,0.2268041237113402,0.4422619047619048,0.6446969696969697,0.3254410704510071
2018.0,26,0.42100000000000004,0.5,0.75,4.0,7.0,1.0,0.0,0.0,3.0,44.0,0.0,130.0,117.0,130.0,117.0,0.0,8.0,19.0,3.0,4.0,3.0,6.0,2018-11,0.49575,6.25,3.25,6.0,2018.0,1.0,0.5137499999999999,21.75,11.5,0.696,8.0,5.5,103.75,110.5,0.75,107.25,1.75,9.0,1.0,3.5,100.5,0.75,0.5,0.75,0.3384615384615385,0.49583333333333335,0.6958333333333333,0.35913052914046584
2018.0,36,0.684,0.833,0.867,10.0,9.0,3.0,1.0,0.0,4.0,26.0,1.0,126.0,117.0,117.0,126.0,1.0,13.0,19.0,13.0,15.0,5.0,6.0,2018-11,0.604,6.5,4.0,6.5,2018.0,1.5,0.5670000000000001,22.25,12.75,0.746,10.25,7.75,112.25,119.5,0.75,116.25,1.5,9.0,0.75,3.25,109.0,0.75,0.8333333333333334,0.8666666666666667,0.2222222222222222,0.6041666666666667,0.7458333333333332,0.31830054252734663
2018.0,34,0.5,0.33299999999999996,0.429,7.0,4.0,0.0,2.0,1.0,4.0,25.0,1.0,107.0,106.0,106.0,107.0,1.0,10.0,20.0,3.0,7.0,3.0,9.0,2018-11,0.604,7.25,4.25,5.75,2018.0,1.25,0.5545,22.25,12.5,0.6865,9.0,6.5,112.5,119.0,0.75,115.75,1.0,7.25,1.25,3.25,109.25,0.75,0.3333333333333333,0.42857142857142855,0.2358490566037736,0.6041666666666666,0.6863095238095238,0.2558342352497186
2018.0,31,0.556,0.5,0.667,7.0,2.0,0.0,1.0,2.0,3.0,24.0,1.0,101.0,86.0,86.0,101.0,1.0,10.0,18.0,2.0,3.0,3.0,6.0,2018-11,0.5415,6.75,3.5,5.5,2018.0,1.0,0.54025,19.0,10.25,0.67825,7.25,5.25,109.75,116.0,0.75,112.75,0.75,7.0,1.0,3.5,106.5,0.75,0.5,0.6666666666666666,0.27906976744186046,0.5416666666666667,0.6779761904761905,0.26890064618234866
2018.0,39,0.47600000000000003,0.33299999999999996,0.5,11.0,9.0,2.0,0.0,1.0,3.0,18.0,1.0,114.0,110.0,110.0,114.0,1.0,10.0,21.0,1.0,2.0,3.0,9.0,2018-11,0.4997499999999999,7.5,3.5,6.0,2018.0,1.25,0.554,19.5,10.75,0.61575,6.75,4.75,104.75,112.0,1.0,112.0,1.0,8.75,1.0,3.5,104.75,1.0,0.3333333333333333,0.5,0.16363636363636364,0.5000000000000001,0.6154761904761905,0.22519435247605496
2018.0,28,0.5,0.667,0.571,2.0,6.0,1.0,0.0,3.0,3.0,28.0,0.0,121.0,107.0,121.0,107.0,0.0,6.0,12.0,4.0,7.0,2.0,3.0,2018-11,0.45825000000000005,6.75,2.75,5.25,2018.0,0.75,0.508,17.75,9.0,0.54175,4.75,2.5,105.75,110.75,0.75,107.25,1.75,6.75,0.75,3.25,102.25,0.75,0.6666666666666666,0.5714285714285714,0.23140495867768596,0.45833333333333337,0.5416666666666667,0.2274900365899209
2018.0,31,0.45,0.2,0.818,5.0,7.0,2.0,0.0,1.0,3.0,29.0,1.0,114.0,110.0,110.0,114.0,1.0,9.0,20.0,9.0,11.0,1.0,5.0,2018-11,0.425,5.75,2.25,6.0,2018.0,1.25,0.4955,17.75,8.75,0.639,5.75,4.0,106.75,112.5,0.75,109.0,1.75,6.25,0.25,3.0,103.25,0.75,0.2,0.8181818181818182,0.2636363636363636,0.42500000000000004,0.6390692640692641,0.2344368633480684
2018.0,39,0.579,0.667,0.714,5.0,6.0,0.0,3.0,3.0,3.0,29.0,1.0,114.0,113.0,113.0,114.0,1.0,11.0,19.0,5.0,7.0,2.0,3.0,2018-10,0.46675000000000005,5.0,2.0,7.0,2018.0,1.25,0.50125,18.0,9.0,0.6507499999999999,6.75,4.75,113.5,115.75,0.75,112.25,2.0,5.75,0.75,3.0,110.0,0.75,0.6666666666666666,0.7142857142857143,0.25663716814159293,0.46666666666666673,0.650974025974026,0.22882871352300155
2018.0,36,0.478,0.5,0.8,10.0,8.0,2.0,2.0,2.0,5.0,35.0,0.0,124.0,120.0,124.0,120.0,0.0,11.0,23.0,4.0,5.0,3.0,6.0,2018-10,0.5085000000000001,4.25,2.0,6.75,2018.0,1.25,0.5017499999999999,18.5,9.25,0.72575,7.5,5.5,117.0,118.25,0.5,113.75,2.25,5.5,1.25,3.5,112.5,0.5,0.5,0.8,0.28225806451612906,0.5083333333333334,0.7259740259740259,0.2584841387429429
2018.0,34,0.619,0.33299999999999996,0.875,11.0,4.0,0.0,2.0,3.0,4.0,28.0,0.0,110.0,106.0,110.0,106.0,0.0,13.0,21.0,7.0,8.0,2.0,6.0,2018-10,0.425,5.0,2.0,6.25,2018.0,1.0,0.5315,20.75,11.0,0.80175,7.75,6.25,114.25,115.5,0.5,113.5,2.25,7.75,1.75,3.75,112.25,0.5,0.3333333333333333,0.875,0.2545454545454545,0.4250000000000001,0.8018668831168831,0.26426926270988504
2018.0,35,0.588,0.2,0.7,11.0,11.0,0.0,3.0,3.0,2.0,19.0,1.0,121.0,114.0,114.0,121.0,1.0,10.0,17.0,7.0,10.0,1.0,5.0,2018-10,0.425,5.0,2.0,7.25,2018.0,0.5,0.566,20.0,11.25,0.77225,7.5,5.75,115.25,117.25,0.5,115.25,2.75,9.25,2.5,3.5,113.25,0.5,0.2,0.7,0.16666666666666666,0.42500000000000004,0.7723214285714286,0.24002683846746078
2018.0,28,0.43799999999999994,0.2,1.0,7.0,10.0,0.0,3.0,1.0,0.0,32.0,1.0,131.0,113.0,113.0,131.0,1.0,7.0,16.0,4.0,4.0,1.0,5.0,2018-10,0.30825,5.5,1.75,8.25,2018.0,0.5,0.5307499999999999,19.25,10.25,0.84375,6.75,5.5,115.25,121.5,0.5,119.5,2.25,9.75,2.5,2.75,113.25,0.5,0.2,1.0,0.2831858407079646,0.30833333333333346,0.84375,0.2466640066090537
2018.0,43,0.44,0.25,0.727,8.0,14.0,1.0,1.0,2.0,5.0,24.0,0.0,143.0,142.0,143.0,142.0,0.0,11.0,25.0,8.0,11.0,2.0,8.0,2018-10,0.24575,6.0,1.5,9.75,2018.0,0.25,0.52125,19.75,10.25,0.8254999999999999,8.25,6.5,120.0,126.25,0.5,125.0,2.25,9.25,2.25,2.75,118.75,0.5,0.25,0.7272727272727273,0.16783216783216784,0.24583333333333346,0.8255681818181819,0.2180575324380634
2018.0,39,0.409,0.14300000000000002,0.714,5.0,5.0,1.0,2.0,0.0,1.0,26.0,0.0,124.0,115.0,124.0,115.0,0.0,9.0,22.0,5.0,7.0,1.0,7.0,2018-10,0.19825,6.25,1.25,10.0,2018.0,0.5,0.46875,20.0,9.25,0.7852499999999999,8.0,6.0,123.5,129.75,0.5,127.25,1.5,7.75,2.25,2.0,121.0,0.5,0.14285714285714285,0.7142857142857143,0.20967741935483872,0.19821428571428584,0.7853896103896104,0.20684052364040945
2018.0,37,0.563,0.0,0.889,12.0,6.0,0.0,1.0,3.0,6.0,24.0,0.0,128.0,119.0,128.0,119.0,0.0,9.0,16.0,8.0,9.0,0.0,4.0,2018-10,0.14825,6.0,1.0,8.75,2018.0,0.5,0.4624999999999999,19.75,9.0,0.8325,7.75,6.25,127.0,131.5,0.25,126.75,1.5,8.0,1.75,3.0,122.25,0.25,0.0,0.8888888888888888,0.1875,0.14821428571428583,0.8326118326118326,0.2120488569737428
2021.0,28,0.5,0.25,0.5,7.0,8.0,0.0,0.0,2.0,4.0,19.0,1.0,122.0,115.0,115.0,122.0,1.0,11.0,22.0,1.0,2.0,1.0,4.0,2021-05,0.16075,5.75,1.0,8.25,2018.75,0.5,0.478,21.25,10.0,0.7075,7.25,5.5,127.5,129.25,0.25,124.5,1.75,8.0,1.0,4.0,122.75,0.25,0.25,0.5,0.16521739130434782,0.1607142857142858,0.7076118326118326,0.1825567446228386
2021.0,28,0.545,0.4,0.714,7.0,6.0,0.0,0.0,2.0,5.0,16.0,0.0,121.0,114.0,121.0,114.0,0.0,6.0,11.0,5.0,7.0,2.0,5.0,2021-05,0.19825,5.0,1.0,6.25,2019.5,0.25,0.50425,17.75,8.75,0.70425,6.25,4.75,122.0,123.75,0.25,117.5,1.75,7.75,0.75,4.0,115.75,0.25,0.4,0.7142857142857143,0.1322314049586777,0.19821428571428584,0.7043650793650793,0.17365655390446605
2021.0,32,0.5,0.2,0.6,8.0,7.0,1.0,2.0,1.0,5.0,10.0,0.0,110.0,106.0,110.0,106.0,0.0,6.0,12.0,3.0,5.0,1.0,5.0,2021-04,0.21250000000000002,4.5,1.0,6.75,2020.25,0.25,0.527,15.25,8.0,0.6757500000000001,5.75,4.25,118.5,120.25,0.25,115.25,2.0,8.5,0.75,5.0,113.5,0.25,0.2,0.6,0.09090909090909091,0.21250000000000013,0.6757936507936508,0.1439644717930291
2021.0,11,0.5,0.5,1.0,1.0,4.0,0.0,0.0,0.0,1.0,37.0,0.0,99.0,94.0,99.0,94.0,0.0,3.0,6.0,3.0,3.0,1.0,2.0,2021-03,0.3375,4.0,1.25,6.25,2021.0,0.25,0.51125,12.75,6.5,0.7035,4.25,3.0,111.25,113.0,0.25,109.0,1.25,5.75,0.5,3.75,107.25,0.25,0.5,1.0,0.37373737373737376,0.33750000000000013,0.7035714285714286,0.19052381522737255
2021.0,37,0.609,0.444,0.833,8.0,6.0,1.0,1.0,2.0,3.0,25.0,1.0,116.0,105.0,105.0,116.0,1.0,14.0,23.0,5.0,6.0,4.0,9.0,2021-03,0.386,5.25,2.0,5.75,2021.0,0.5,0.5385,13.0,7.25,0.78675,5.25,4.0,108.75,111.5,0.25,107.5,1.25,6.0,0.75,3.5,104.75,0.25,0.4444444444444444,0.8333333333333334,0.23809523809523808,0.38611111111111124,0.786904761904762,0.20874327692509514
2021.0,31,0.5710000000000001,0.5710000000000001,1.0,12.0,12.0,1.0,0.0,0.0,4.0,22.0,1.0,137.0,121.0,121.0,137.0,1.0,8.0,14.0,5.0,5.0,4.0,7.0,2021-03,0.4287500000000001,5.75,2.5,7.25,2021.0,0.75,0.545,13.75,7.75,0.85825,4.75,4.0,108.75,115.5,0.5,113.25,0.75,7.25,0.75,3.25,106.5,0.5,0.5714285714285714,1.0,0.18181818181818182,0.42896825396825405,0.8583333333333334,0.22113997113997116
2021.0,30,0.615,0.5,0.667,10.0,11.0,0.0,0.0,3.0,6.0,18.0,1.0,128.0,97.0,97.0,128.0,1.0,8.0,13.0,4.0,6.0,2.0,4.0,2021-03,0.50375,5.5,2.75,8.25,2021.0,0.5,0.57375,14.0,8.25,0.875,5.0,4.25,105.5,120.0,0.75,118.75,1.25,7.75,0.25,3.5,104.25,0.75,0.5,0.6666666666666666,0.18556701030927836,0.5039682539682541,0.875,0.24480445099001802
2021.0,34,0.385,0.25,0.636,3.0,10.0,0.0,1.0,4.0,3.0,38.0,1.0,105.0,100.0,100.0,105.0,1.0,5.0,13.0,7.0,11.0,1.0,4.0,2021-03,0.44125000000000003,6.0,2.75,9.75,2021.0,0.5,0.545,15.75,8.75,0.784,7.0,5.25,105.75,121.5,1.0,121.5,2.25,8.25,0.5,4.0,105.75,1.0,0.25,0.6363636363636364,0.38,0.44146825396825407,0.7840909090909091,0.24637010755567457
2021.0,38,0.667,0.375,0.6,5.0,6.0,1.0,2.0,1.0,3.0,19.0,0.0,114.0,104.0,114.0,104.0,0.0,16.0,24.0,3.0,5.0,3.0,8.0,2021-03,0.42400000000000004,5.75,2.5,9.75,2021.0,0.5,0.5595,16.0,9.25,0.72575,6.75,4.75,108.0,121.0,0.75,118.5,2.0,7.5,0.75,4.0,105.5,0.75,0.375,0.6,0.16666666666666666,0.42410714285714296,0.7257575757575757,0.2285129646985317
2021.0,24,0.583,0.6,0.5,6.0,4.0,2.0,2.0,2.0,2.0,28.0,1.0,117.0,91.0,91.0,117.0,1.0,7.0,12.0,2.0,4.0,3.0,5.0,2021-02,0.43124999999999997,5.25,2.25,7.75,2021.0,0.75,0.5625,15.5,9.0,0.60075,6.5,4.0,100.5,116.0,0.75,113.5,2.5,6.0,1.25,3.5,98.0,0.75,0.6,0.5,0.3076923076923077,0.43125000000000013,0.6007575757575757,0.2599814961670632
2021.0,36,0.524,0.4,0.5,11.0,7.0,3.0,4.0,1.0,2.0,19.0,1.0,102.0,93.0,93.0,102.0,1.0,11.0,21.0,4.0,8.0,2.0,5.0,2021-02,0.40625,5.5,2.25,6.75,2021.0,1.5,0.5397500000000001,17.5,9.75,0.5589999999999999,7.0,4.0,99.5,109.5,0.75,107.0,2.0,6.25,2.25,2.5,97.0,0.75,0.4,0.5,0.20430107526881722,0.4062500000000001,0.5590909090909091,0.2646650124069479
2021.0,28,0.5379999999999999,0.2,0.8,4.0,4.0,0.0,1.0,0.0,4.0,31.0,0.0,114.0,89.0,114.0,89.0,0.0,7.0,13.0,4.0,5.0,1.0,5.0,2021-02,0.39375000000000004,5.75,2.25,5.25,2021.0,1.5,0.578,17.5,10.25,0.6,5.5,3.25,103.0,111.75,0.5,103.0,1.0,6.5,2.25,2.75,94.25,0.5,0.2,0.8,0.2719298245614035,0.3937500000000001,0.6,0.23764746854729876
2021.0,43,0.483,0.2,0.333,9.0,13.0,0.0,1.0,2.0,8.0,19.0,0.0,127.0,124.0,127.0,124.0,0.0,14.0,29.0,1.0,3.0,2.0,10.0,2021-02,0.35000000000000003,6.25,2.0,7.0,2021.0,1.25,0.532,18.75,9.75,0.53325,5.0,2.75,106.25,115.0,0.5,108.0,1.25,7.5,2.0,4.0,99.25,0.5,0.2,0.3333333333333333,0.14960629921259844,0.3500000000000001,0.5333333333333333,0.2333823766837817
2021.0,37,0.33299999999999996,0.125,1.0,9.0,9.0,1.0,1.0,3.0,5.0,32.0,0.0,96.0,94.0,96.0,94.0,0.0,7.0,21.0,4.0,4.0,1.0,8.0,2021-02,0.23125,7.0,1.5,8.25,2021.0,1.0,0.4694999999999999,21.0,9.75,0.65825,5.0,3.25,107.5,109.75,0.25,102.25,1.5,8.25,1.75,4.75,100.0,0.25,0.125,1.0,0.3333333333333333,0.23125000000000012,0.6583333333333333,0.23979263309403812
2021.0,33,0.609,0.16699999999999998,0.5,8.0,7.0,0.0,0.0,1.0,3.0,30.0,0.0,109.0,98.0,109.0,98.0,0.0,14.0,23.0,3.0,6.0,1.0,6.0,2021-02,0.173,7.25,1.25,8.25,2021.0,0.25,0.4907499999999999,21.5,10.5,0.65825,4.5,3.0,111.5,111.5,0.0,101.25,1.5,7.5,0.75,5.0,101.25,0.0,0.16666666666666666,0.5,0.27522935779816515,0.17291666666666677,0.6583333333333333,0.2575247037263751
2021.0,38,0.65,0.25,0.75,13.0,7.0,1.0,0.0,1.0,5.0,22.0,1.0,112.0,104.0,104.0,112.0,1.0,13.0,20.0,3.0,4.0,1.0,4.0,2021-02,0.1855,7.0,1.25,9.0,2021.0,0.5,0.51875,23.25,12.0,0.64575,4.25,2.75,109.0,111.0,0.25,107.0,1.75,9.75,0.5,5.25,105.0,0.25,0.25,0.75,0.21153846153846154,0.18541666666666679,0.6458333333333334,0.24242686297063962
2021.0,31,0.5,0.0,0.571,10.0,9.0,1.0,0.0,2.0,1.0,28.0,0.0,122.0,105.0,122.0,105.0,0.0,9.0,18.0,4.0,7.0,0.0,5.0,2021-02,0.1355,5.75,0.75,8.0,2021.0,0.75,0.5229999999999999,20.5,10.75,0.7052499999999999,5.25,3.5,107.75,109.75,0.25,102.25,1.75,10.0,0.25,3.5,100.25,0.25,0.0,0.5714285714285714,0.22950819672131148,0.1354166666666668,0.7053571428571428,0.26240233734781787
2021.0,34,0.6,0.25,0.643,9.0,8.0,0.0,2.0,2.0,5.0,25.0,1.0,115.0,105.0,105.0,115.0,1.0,9.0,15.0,9.0,14.0,1.0,4.0,2021-02,0.16675,4.75,0.75,7.75,2021.0,0.5,0.58975,19.0,11.25,0.616,7.75,4.75,110.0,114.5,0.5,107.5,1.5,10.0,0.5,3.5,103.0,0.5,0.25,0.6428571428571429,0.23809523809523808,0.16666666666666677,0.6160714285714286,0.23859281353829406
2021.0,41,0.45,0.33299999999999996,1.0,6.0,7.0,0.0,2.0,2.0,5.0,28.0,1.0,114.0,113.0,113.0,114.0,1.0,9.0,20.0,4.0,4.0,3.0,9.0,2021-02,0.20825,5.5,1.25,7.75,2021.0,0.5,0.55,18.25,10.0,0.741,7.25,5.0,111.0,115.75,0.75,111.5,1.75,9.5,1.0,4.0,106.75,0.75,0.3333333333333333,1.0,0.24778761061946902,0.20833333333333343,0.7410714285714286,0.23173237674362002
2021.0,43,0.5,0.2,0.8,14.0,12.0,2.0,2.0,3.0,5.0,33.0,1.0,119.0,112.0,112.0,119.0,1.0,11.0,22.0,4.0,5.0,2.0,10.0,2021-02,0.19574999999999998,7.0,1.5,9.0,2021.0,0.75,0.5125,18.75,9.5,0.7535000000000001,7.5,5.25,113.0,117.5,0.75,113.25,2.25,9.75,1.5,4.0,108.75,0.75,0.2,0.8,0.29464285714285715,0.19583333333333344,0.7535714285714286,0.2525084756447189
2021.0,46,0.5,0.429,0.667,5.0,11.0,0.0,4.0,3.0,7.0,27.0,1.0,135.0,129.0,129.0,135.0,1.0,13.0,26.0,4.0,6.0,3.0,7.0,2021-02,0.303,7.5,2.25,9.5,2021.0,0.5,0.5125,20.75,10.5,0.7775000000000001,7.25,5.25,114.75,120.75,1.0,120.75,2.5,8.5,2.5,5.5,114.75,1.0,0.42857142857142855,0.6666666666666666,0.20930232558139536,0.30297619047619057,0.7773809523809525,0.2474570078597399
2021.0,35,0.632,0.4,0.5,10.0,10.0,1.0,0.0,1.0,2.0,21.0,1.0,114.0,93.0,93.0,114.0,1.0,12.0,19.0,1.0,2.0,2.0,5.0,2021-02,0.34049999999999997,7.75,2.5,10.0,2021.0,0.75,0.5205,21.75,11.25,0.74175,4.25,3.25,111.75,120.5,1.0,120.5,2.25,8.75,2.0,4.75,111.75,1.0,0.4,0.5,0.22580645161290322,0.3404761904761906,0.7416666666666667,0.24438481123915617
2021.0,38,0.41700000000000004,0.33299999999999996,0.818,7.0,9.0,1.0,2.0,0.0,2.0,21.0,1.0,107.0,99.0,99.0,107.0,1.0,5.0,12.0,9.0,11.0,2.0,6.0,2021-02,0.34049999999999997,7.0,2.25,10.5,2021.0,1.0,0.51225,19.75,10.25,0.69625,6.0,4.5,108.25,118.75,1.0,118.75,1.75,9.0,2.0,4.0,108.25,1.0,0.3333333333333333,0.8181818181818182,0.21212121212121213,0.3404761904761906,0.6962121212121212,0.23546821161459197
2021.0,37,0.41200000000000003,0.364,0.6,7.0,7.0,1.0,0.0,3.0,5.0,22.0,1.0,96.0,95.0,95.0,96.0,1.0,7.0,17.0,3.0,5.0,4.0,11.0,2021-01,0.3815,7.25,2.75,9.25,2021.0,0.75,0.49025,18.5,9.25,0.64625,6.0,4.25,104.0,113.0,1.0,113.0,1.75,7.25,1.5,4.0,104.0,1.0,0.36363636363636365,0.6,0.23157894736842105,0.3813852813852815,0.6462121212121212,0.21970223417098295
2021.0,36,0.42100000000000004,0.5,0.667,7.0,10.0,0.0,1.0,2.0,2.0,34.0,0.0,107.0,92.0,107.0,92.0,0.0,8.0,19.0,2.0,3.0,4.0,8.0,2021-01,0.39925,7.5,3.0,9.0,2021.0,0.75,0.47050000000000003,16.75,8.0,0.64625,5.25,3.75,98.5,106.0,0.75,102.25,1.5,7.75,0.75,2.75,94.75,0.75,0.5,0.6666666666666666,0.3177570093457944,0.3992424242424244,0.6462121212121212,0.24681590511208268
2021.0,39,0.545,0.4,0.727,6.0,7.0,0.0,0.0,3.0,3.0,46.0,0.0,107.0,106.0,107.0,106.0,0.0,12.0,22.0,8.0,11.0,2.0,5.0,2021-01,0.39925,7.5,3.0,8.25,2021.0,0.5,0.4487500000000001,17.5,8.0,0.703,7.5,5.5,102.0,104.25,0.5,100.25,2.0,6.75,0.75,3.0,98.0,0.5,0.4,0.7272727272727273,0.42990654205607476,0.39924242424242434,0.703030303030303,0.29784092772287557
2021.0,38,0.731,0.636,0.5,8.0,6.0,2.0,2.0,1.0,3.0,17.0,1.0,115.0,108.0,108.0,115.0,1.0,19.0,26.0,1.0,2.0,7.0,11.0,2021-01,0.47500000000000003,8.75,4.25,7.5,2021.0,0.75,0.52725,21.0,11.5,0.6234999999999999,5.25,3.5,104.25,106.25,0.5,102.25,2.25,7.0,0.75,3.25,100.25,0.5,0.6363636363636364,0.5,0.1574074074074074,0.4750000000000001,0.6234848484848484,0.2841624765444244
2021.0,29,0.375,0.0,0.625,11.0,6.0,0.0,2.0,1.0,6.0,34.0,1.0,101.0,90.0,90.0,101.0,1.0,6.0,16.0,5.0,8.0,0.0,2.0,2021-01,0.384,6.5,3.25,7.25,2021.0,0.5,0.518,20.75,11.25,0.62975,6.0,4.0,103.0,107.5,0.5,103.5,1.75,8.0,1.25,3.5,99.0,0.5,0.0,0.625,0.37777777777777777,0.38409090909090915,0.6297348484848485,0.32071218414676356
2021.0,38,0.52,0.6,1.0,6.0,8.0,1.0,1.0,2.0,3.0,19.0,1.0,113.0,106.0,106.0,113.0,1.0,13.0,25.0,2.0,2.0,6.0,10.0,2021-01,0.40900000000000003,7.0,3.75,6.75,2021.0,0.75,0.5427500000000001,22.25,12.5,0.713,5.75,4.0,102.75,109.0,0.75,108.75,1.75,7.75,1.25,3.75,102.5,0.75,0.6,1.0,0.1792452830188679,0.40909090909090917,0.7130681818181819,0.28608425256503195
2021.0,38,0.375,0.28600000000000003,0.625,5.0,5.0,0.0,1.0,1.0,5.0,21.0,0.0,115.0,113.0,115.0,113.0,0.0,6.0,16.0,5.0,8.0,2.0,7.0,2021-01,0.38050000000000006,7.5,3.75,6.25,2021.0,0.75,0.5002500000000001,20.75,11.0,0.6875,5.0,3.25,104.75,111.0,0.75,110.5,1.25,7.5,1.5,4.25,104.25,0.75,0.2857142857142857,0.625,0.1826086956521739,0.3805194805194806,0.6875,0.22425979096405674
2021.0,31,0.545,0.33299999999999996,1.0,8.0,11.0,0.0,1.0,3.0,3.0,26.0,1.0,112.0,95.0,95.0,112.0,1.0,6.0,11.0,7.0,7.0,2.0,6.0,2021-01,0.30474999999999997,6.25,2.5,7.5,2021.0,0.25,0.4537500000000001,17.0,7.75,0.8125,6.25,4.75,101.5,110.25,0.75,109.75,1.75,7.5,1.25,4.25,101.0,0.75,0.3333333333333333,1.0,0.2736842105263158,0.30476190476190484,0.8125,0.25332899174378387
