Año,Min,FG %,3PT%,FT%,Receptions,Assists,BLK(Tapones),STL(Recoveries),PF(Personal Faults),TO(Ball Lost),PTS_next_match,WinBinary,LocalPoints,VisitorPoints,LebronTeamPoints,OtherTeamPoints,Local_Binary,FG_made,FG_attempted,FT_made,FT_attempted,3PTS_made,3PTS_attempted,AñoMes,3PT%_rolling_mean_4,3PTS_attempted_rolling_mean_4,3PTS_made_rolling_mean_4,Assists_rolling_mean_4,Año_rolling_mean_4,BLK(Tapones)_rolling_mean_4,FG %_rolling_mean_4,FG_attempted_rolling_mean_4,FG_made_rolling_mean_4,FT%_rolling_mean_4,FT_attempted_rolling_mean_4,FT_made_rolling_mean_4,LebronTeamPoints_rolling_mean_4,LocalPoints_rolling_mean_4,Local_Binary_rolling_mean_4,OtherTeamPoints_rolling_mean_4,PF(Personal Faults)_rolling_mean_4,Receptions_rolling_mean_4,STL(Recoveries)_rolling_mean_4,TO(Ball Lost)_rolling_mean_4,VisitorPoints_rolling_mean_4,WinBinary_rolling_mean_4,three_point_ratio,free_throw_ratio,lebron_team_points_ratio,three_point_ratio_rolling_mean_4,free_throw_ratio_rolling_mean_4,lebron_team_points_ratio_rolling_mean_4
2017.0,37,0.6,0.25,1.0,11.0,10.0,0.0,1.0,2.0,5.0,25.0,1.0,109.0,100.0,100.0,109.0,1.0,9.0,15.0,10.0,10.0,1.0,4.0,2017-12,0.34175,7.25,2.75,9.5,2017.0,0.75,0.49324999999999997,19.5,9.5,0.8095000000000001,6.25,5.25,104.25,108.25,0.5,105.75,2.25,7.25,1.0,6.25,101.75,0.5,0.25,1.0,0.25,0.34172077922077926,0.8095238095238095,0.27623397843986075
2017.0,39,0.444,0.16699999999999998,0.667,12.0,12.0,2.0,2.0,0.0,5.0,25.0,1.0,121.0,112.0,112.0,121.0,1.0,8.0,18.0,8.0,12.0,1.0,6.0,2017-12,0.312,7.0,2.5,11.0,2017.0,1.25,0.507,19.5,9.75,0.8335,7.5,6.25,107.5,113.75,0.75,113.0,1.75,8.75,1.5,5.75,106.75,0.75,0.16666666666666666,0.6666666666666666,0.22321428571428573,0.31195887445887444,0.8333333333333334,0.23355270138358375
2017.0,35,0.846,0.667,0.5,7.0,17.0,0.0,2.0,4.0,2.0,30.0,1.0,123.0,114.0,114.0,123.0,1.0,11.0,13.0,1.0,2.0,2.0,3.0,2017-12,0.3425,5.0,1.5,13.5,2017.0,0.75,0.5594999999999999,17.25,9.0,0.7085,6.75,5.25,106.25,114.75,1.0,114.75,2.5,10.25,1.25,4.5,106.25,1.0,0.6666666666666666,0.5,0.2631578947368421,0.34226190476190477,0.7083333333333333,0.2573253683451052
2017.0,39,0.391,0.33299999999999996,0.833,13.0,13.0,0.0,3.0,1.0,6.0,29.0,1.0,105.0,98.0,98.0,105.0,1.0,9.0,23.0,10.0,12.0,2.0,6.0,2017-12,0.35424999999999995,4.75,1.5,13.0,2017.0,0.5,0.5702499999999999,17.25,9.25,0.75,9.0,7.25,106.0,114.5,1.0,114.5,1.75,10.75,2.0,4.5,106.0,1.0,0.3333333333333333,0.8333333333333334,0.29591836734693877,0.3541666666666667,0.75,0.25807263694951665
2017.0,39,0.545,0.2,0.8,10.0,8.0,2.0,1.0,1.0,3.0,32.0,0.0,106.0,102.0,106.0,102.0,0.0,12.0,22.0,4.0,5.0,1.0,5.0,2017-12,0.34175,5.0,1.5,12.5,2017.0,1.0,0.5565,19.0,10.0,0.7,7.75,5.75,107.5,113.75,0.75,112.75,1.5,10.5,2.0,4.0,106.5,0.75,0.2,0.8,0.3018867924528302,0.3416666666666666,0.7,0.2710443350627242
2017.0,41,0.667,0.625,0.5,11.0,9.0,2.0,3.0,0.0,7.0,34.0,1.0,101.0,95.0,95.0,101.0,1.0,12.0,18.0,3.0,6.0,5.0,8.0,2017-12,0.45625,5.5,2.5,11.75,2017.0,1.0,0.61225,19.0,11.0,0.65825,6.25,4.5,103.25,108.75,0.75,107.75,1.5,10.25,2.25,4.5,102.25,0.75,0.625,0.5,0.35789473684210527,0.45625,0.6583333333333333,0.3047144478446791
2017.0,39,0.591,0.0,1.0,2.0,12.0,1.0,0.0,1.0,5.0,24.0,1.0,116.0,111.0,111.0,116.0,1.0,13.0,22.0,8.0,8.0,0.0,3.0,2017-12,0.2895,5.5,2.0,10.5,2017.0,1.25,0.5485,21.25,11.5,0.78325,7.75,6.25,102.5,107.0,0.75,106.0,0.75,9.0,1.75,5.25,101.5,0.75,0.0,1.0,0.21621621621621623,0.2895833333333333,0.7833333333333333,0.2929790282145226
2017.0,38,0.727,0.5,0.714,6.0,12.0,2.0,2.0,3.0,3.0,21.0,1.0,121.0,114.0,114.0,121.0,1.0,8.0,11.0,5.0,7.0,3.0,6.0,2017-11,0.33125,5.5,2.25,10.25,2017.0,1.75,0.6325000000000001,18.25,11.25,0.7535,6.5,5.0,106.5,111.0,0.75,110.0,1.25,7.25,1.5,4.5,105.5,0.75,0.5,0.7142857142857143,0.18421052631578946,0.33125,0.7535714285714286,0.2650520679567353
2017.0,28,0.625,0.33299999999999996,0.0,12.0,6.0,1.0,5.0,1.0,2.0,30.0,1.0,108.0,97.0,97.0,108.0,1.0,10.0,16.0,0.0,1.0,1.0,3.0,2017-11,0.3645,5.0,2.25,9.75,2017.0,1.5,0.6525000000000001,16.75,10.75,0.5535,5.5,4.0,104.25,111.5,1.0,111.5,1.25,7.75,2.5,4.25,104.25,1.0,0.3333333333333333,0.0,0.30927835051546393,0.3645833333333333,0.5535714285714286,0.2668999574723937
2017.0,31,0.522,0.429,0.75,14.0,6.0,0.0,0.0,0.0,3.0,27.0,1.0,113.0,91.0,91.0,113.0,1.0,12.0,23.0,3.0,4.0,3.0,7.0,2017-11,0.3155,4.75,1.75,9.0,2017.0,1.0,0.61625,18.0,10.75,0.616,5.0,4.0,103.25,114.5,1.0,114.5,1.25,8.5,1.75,3.25,103.25,1.0,0.42857142857142855,0.75,0.2967032967032967,0.31547619047619047,0.6160714285714286,0.2516020974376916
2017.0,40,0.5,0.375,0.571,16.0,13.0,3.0,0.0,2.0,3.0,33.0,1.0,100.0,99.0,99.0,100.0,1.0,10.0,20.0,4.0,7.0,3.0,8.0,2017-11,0.40925,6.0,2.5,9.25,2017.0,1.5,0.5935,17.5,10.0,0.50875,4.75,3.0,100.25,110.5,1.0,110.5,1.5,12.0,1.75,2.75,100.25,1.0,0.375,0.5714285714285714,0.3333333333333333,0.40922619047619047,0.5089285714285714,0.2808813767169709
2017.0,33,0.647,0.5710000000000001,0.778,6.0,5.0,0.0,2.0,2.0,3.0,18.0,1.0,119.0,109.0,109.0,119.0,1.0,11.0,17.0,7.0,9.0,4.0,7.0,2017-11,0.427,6.25,2.75,7.5,2017.0,1.0,0.5735,19.0,10.75,0.52475,5.25,3.5,99.0,110.0,1.0,110.0,1.25,12.0,1.75,2.75,99.0,1.0,0.5714285714285714,0.7777777777777778,0.1651376146788991,0.4270833333333333,0.5248015873015872,0.2761131488077483
2017.0,27,0.5,0.6,1.0,2.0,8.0,1.0,1.0,2.0,0.0,39.0,1.0,116.0,88.0,88.0,116.0,1.0,7.0,14.0,1.0,1.0,3.0,5.0,2017-11,0.49375,6.75,3.25,8.0,2017.0,1.0,0.54225,18.5,10.0,0.77475,5.25,3.75,96.75,112.0,1.0,112.0,1.5,9.5,0.75,2.25,96.75,1.0,0.6,1.0,0.4431818181818182,0.49375,0.7748015873015872,0.30958901572433684
2017.0,46,0.654,0.444,0.2,14.0,6.0,0.0,0.0,0.0,6.0,31.0,1.0,118.0,113.0,113.0,118.0,1.0,17.0,26.0,1.0,5.0,4.0,9.0,2017-11,0.4975,7.25,3.5,8.0,2017.0,1.0,0.57525,19.25,11.25,0.63725,5.5,3.25,102.25,113.25,1.0,113.25,1.5,9.5,0.75,3.0,102.25,1.0,0.4444444444444444,0.2,0.2743362831858407,0.497718253968254,0.6373015873015873,0.3039972623449728
2017.0,37,0.5,0.5710000000000001,1.0,6.0,8.0,1.0,2.0,4.0,3.0,23.0,1.0,115.0,107.0,107.0,115.0,1.0,12.0,24.0,3.0,3.0,4.0,7.0,2017-11,0.5465,7.0,3.75,6.75,2017.0,0.5,0.57525,20.25,11.75,0.7444999999999999,4.5,3.0,104.25,117.0,1.0,117.0,2.0,7.0,1.25,3.0,104.25,1.0,0.5714285714285714,1.0,0.21495327102803738,0.5468253968253968,0.7444444444444445,0.2744022467686488
2017.0,36,0.5,0.5,0.7,9.0,12.0,3.0,0.0,1.0,5.0,19.0,1.0,104.0,101.0,101.0,104.0,1.0,7.0,14.0,7.0,10.0,2.0,4.0,2017-11,0.52875,6.25,3.25,8.5,2017.0,1.25,0.5385,19.5,10.75,0.725,4.75,3.0,102.25,113.25,1.0,113.25,1.75,7.75,0.75,3.5,102.25,1.0,0.5,0.7,0.18811881188118812,0.528968253968254,0.7250000000000001,0.2801475460692211
2017.0,42,0.429,0.33299999999999996,0.75,11.0,4.0,1.0,0.0,3.0,6.0,33.0,1.0,111.0,104.0,104.0,111.0,1.0,6.0,14.0,6.0,8.0,1.0,3.0,2017-11,0.46199999999999997,5.75,2.75,7.5,2017.0,1.25,0.52075,19.5,10.5,0.6625,6.5,4.25,106.25,112.0,1.0,112.0,2.0,10.0,0.5,5.0,106.25,1.0,0.3333333333333333,0.75,0.3173076923076923,0.46230158730158727,0.6625,0.24867901460068964
2017.0,40,0.625,0.25,0.667,4.0,7.0,1.0,1.0,4.0,8.0,30.0,0.0,117.0,113.0,117.0,113.0,0.0,15.0,24.0,2.0,3.0,1.0,4.0,2017-11,0.4135,4.5,2.0,7.75,2017.0,1.5,0.5135000000000001,19.0,10.0,0.77925,6.0,4.5,107.25,111.75,0.75,110.75,3.0,7.5,0.75,5.5,106.25,0.75,0.25,0.6666666666666666,0.2564102564102564,0.41369047619047616,0.7791666666666666,0.24419750790679357
2017.0,37,0.5,0.5,0.8,8.0,9.0,0.0,3.0,1.0,1.0,26.0,1.0,124.0,119.0,119.0,124.0,1.0,10.0,20.0,8.0,10.0,2.0,4.0,2017-11,0.39575,3.75,1.5,8.0,2017.0,1.25,0.5135000000000001,18.0,9.5,0.72925,7.75,5.75,110.25,114.0,0.75,113.0,2.25,8.0,1.0,5.0,109.25,0.75,0.5,0.8,0.2184873949579832,0.39583333333333337,0.7291666666666666,0.24508103888928
2017.0,41,0.588,0.0,1.0,5.0,13.0,2.0,1.0,4.0,6.0,57.0,0.0,117.0,115.0,117.0,115.0,0.0,10.0,17.0,6.0,6.0,0.0,3.0,2017-11,0.27075,3.5,1.0,8.25,2017.0,1.0,0.5355,18.75,10.25,0.80425,6.75,5.5,114.25,117.25,0.5,115.75,3.0,7.0,1.25,5.25,112.75,0.5,0.0,1.0,0.48717948717948717,0.27083333333333337,0.8041666666666667,0.31984620771385475
2017.0,43,0.6759999999999999,0.5,1.0,11.0,7.0,2.0,3.0,2.0,3.0,33.0,1.0,130.0,122.0,122.0,130.0,1.0,23.0,34.0,9.0,9.0,2.0,4.0,2017-11,0.3125,3.75,1.25,9.0,2017.0,1.25,0.59725,23.75,14.5,0.86675,7.0,6.25,118.75,122.0,0.5,120.5,2.75,7.0,2.0,4.5,117.25,0.5,0.5,1.0,0.27049180327868855,0.3125,0.8666666666666667,0.3081422354566038
2017.0,37,0.636,0.2,0.8,6.0,11.0,1.0,2.0,1.0,8.0,16.0,0.0,124.0,107.0,124.0,107.0,0.0,14.0,22.0,4.0,5.0,1.0,5.0,2017-11,0.3,4.0,1.25,10.0,2017.0,1.25,0.6,23.25,14.25,0.8999999999999999,7.5,6.75,120.5,123.75,0.5,119.0,2.0,7.5,2.25,4.5,115.75,0.5,0.2,0.8,0.12903225806451613,0.3,0.9,0.27629773587016876
2017.0,39,0.467,0.25,1.0,10.0,7.0,0.0,2.0,2.0,4.0,29.0,0.0,114.0,95.0,114.0,95.0,0.0,7.0,15.0,1.0,1.0,1.0,4.0,2017-10,0.2375,4.0,1.0,9.5,2017.0,1.25,0.59175,22.0,13.5,0.95,5.25,5.0,119.25,121.25,0.25,111.75,2.25,8.0,2.0,5.25,109.75,0.25,0.25,1.0,0.2543859649122807,0.2375,0.95,0.28527237835874314
2017.0,41,0.6,0.5,0.5,10.0,13.0,4.0,0.0,1.0,8.0,22.0,0.0,112.0,107.0,112.0,107.0,0.0,12.0,20.0,4.0,8.0,1.0,2.0,2017-10,0.3625,3.75,1.25,9.5,2017.0,1.75,0.5947499999999999,22.75,14.0,0.825,5.75,4.5,118.0,120.0,0.25,109.75,1.5,9.25,1.75,5.75,107.75,0.25,0.5,0.5,0.19642857142857142,0.3625,0.825,0.21258464942101418
2017.0,31,0.5329999999999999,0.33299999999999996,0.833,4.0,2.0,1.0,1.0,0.0,1.0,24.0,0.0,114.0,93.0,114.0,93.0,0.0,8.0,15.0,5.0,6.0,1.0,3.0,2017-10,0.32075,3.5,1.0,8.25,2017.0,1.5,0.5589999999999999,18.0,10.25,0.78325,5.0,3.5,116.0,116.0,0.0,100.5,1.0,7.5,1.25,5.25,100.5,0.0,0.3333333333333333,0.8333333333333334,0.21052631578947367,0.3208333333333333,0.7833333333333333,0.19759327754871048
2017.0,37,0.625,0.5,1.0,5.0,8.0,1.0,1.0,2.0,5.0,29.0,1.0,116.0,97.0,97.0,116.0,1.0,10.0,16.0,2.0,2.0,2.0,4.0,2017-10,0.39575,3.25,1.25,7.5,2017.0,1.5,0.5562499999999999,16.5,9.25,0.83325,4.25,3.0,109.25,114.0,0.25,102.75,1.25,7.25,1.0,4.5,98.0,0.25,0.5,1.0,0.29896907216494845,0.3958333333333333,0.8333333333333334,0.24007748107381857
2017.0,41,0.632,0.2,1.0,16.0,9.0,2.0,0.0,3.0,4.0,27.0,1.0,102.0,99.0,99.0,102.0,1.0,12.0,19.0,4.0,4.0,1.0,5.0,2017-10,0.38325,3.5,1.25,8.0,2017.0,2.0,0.5974999999999999,17.5,10.5,0.83325,5.0,3.75,105.5,111.0,0.5,104.5,1.5,8.75,0.5,4.5,99.0,0.5,0.2,1.0,0.2727272727272727,0.3833333333333333,0.8333333333333334,0.24466280802756657
2019.0,32,0.579,0.5710000000000001,0.5,3.0,9.0,0.0,0.0,1.0,6.0,23.0,1.0,129.0,115.0,115.0,129.0,1.0,11.0,19.0,1.0,2.0,4.0,7.0,2019-03,0.401,4.75,2.0,7.0,2017.5,1.0,0.5922499999999999,17.25,10.25,0.83325,3.5,3.0,106.25,115.25,0.75,110.0,1.5,7.0,0.5,4.0,101.0,0.75,0.5714285714285714,0.5,0.2,0.40119047619047615,0.8333333333333334,0.2455556651704237
2019.0,34,0.55,0.16699999999999998,0.0,7.0,14.0,0.0,1.0,1.0,3.0,29.0,1.0,124.0,106.0,106.0,124.0,1.0,11.0,20.0,0.0,2.0,1.0,6.0,2019-03,0.35950000000000004,5.5,2.0,10.0,2018.0,0.75,0.5965,18.5,11.0,0.625,2.5,1.75,104.25,117.75,1.0,117.75,1.75,7.75,0.5,4.5,104.25,1.0,0.16666666666666666,0.0,0.27358490566037735,0.3595238095238095,0.625,0.26132031263814964
2019.0,35,0.409,0.5,0.889,11.0,11.0,1.0,2.0,1.0,4.0,25.0,1.0,111.0,106.0,106.0,111.0,1.0,9.0,22.0,8.0,9.0,3.0,6.0,2019-03,0.35950000000000004,6.0,2.25,10.75,2018.5,0.75,0.5425,20.0,10.75,0.5972500000000001,4.25,3.25,106.5,116.5,1.0,116.5,1.5,9.25,0.75,4.25,106.5,1.0,0.5,0.8888888888888888,0.2358490566037736,0.35952380952380947,0.5972222222222222,0.24554030874785593
2019.0,37,0.32,0.14300000000000002,0.667,9.0,14.0,1.0,1.0,3.0,8.0,33.0,0.0,111.0,106.0,111.0,106.0,0.0,8.0,25.0,8.0,12.0,1.0,7.0,2019-03,0.34525000000000006,6.5,2.25,12.0,2019.0,0.5,0.46449999999999997,21.5,9.75,0.514,6.25,4.25,109.5,118.75,0.75,117.5,1.5,7.5,1.0,5.25,108.25,0.75,0.14285714285714285,0.6666666666666666,0.2972972972972973,0.34523809523809523,0.5138888888888888,0.25168281489036204
2019.0,35,0.423,0.0,0.846,6.0,8.0,1.0,0.0,2.0,2.0,29.0,0.0,124.0,123.0,124.0,123.0,0.0,11.0,26.0,11.0,13.0,0.0,6.0,2019-03,0.2025,6.25,1.25,11.75,2019.0,0.75,0.4255,23.25,9.75,0.6005,9.0,6.75,111.75,117.5,0.5,116.0,1.75,8.25,1.0,4.25,110.25,0.5,0.0,0.8461538461538461,0.23387096774193547,0.20238095238095238,0.6004273504273504,0.2601505568258459
2019.0,32,0.522,0.2,0.571,4.0,6.0,0.0,1.0,2.0,4.0,36.0,0.0,111.0,98.0,111.0,98.0,0.0,12.0,23.0,4.0,7.0,1.0,5.0,2019-03,0.21075,6.0,1.25,9.75,2019.0,0.75,0.41850000000000004,24.0,10.0,0.74325,10.25,7.75,113.0,114.25,0.25,109.5,2.0,7.5,1.0,4.5,108.25,0.25,0.2,0.5714285714285714,0.32432432432432434,0.21071428571428572,0.7432844932844932,0.27283541149183266
2019.0,33,0.652,0.5,0.8,10.0,4.0,0.0,2.0,2.0,5.0,30.0,1.0,123.0,107.0,107.0,123.0,1.0,15.0,23.0,4.0,5.0,2.0,4.0,2019-03,0.21075,5.5,1.0,8.0,2019.0,0.5,0.47925000000000006,24.25,11.5,0.721,9.25,6.75,113.25,117.25,0.25,112.5,2.25,7.25,1.0,4.75,108.5,0.25,0.5,0.8,0.2803738317757009,0.21071428571428572,0.721062271062271,0.2839666052848145
2019.0,28,0.565,0.2,0.429,10.0,12.0,0.0,0.0,0.0,3.0,31.0,0.0,120.0,107.0,120.0,107.0,0.0,13.0,23.0,3.0,7.0,1.0,5.0,2019-03,0.225,5.0,1.0,7.5,2019.0,0.25,0.5405,23.75,12.75,0.6615,8.0,5.5,115.5,119.5,0.25,112.75,1.5,7.5,0.75,3.5,108.75,0.25,0.2,0.42857142857142855,0.25833333333333336,0.22499999999999998,0.6615384615384615,0.2742256142938235
2019.0,31,0.591,0.28600000000000003,0.375,7.0,7.0,1.0,1.0,4.0,4.0,27.0,0.0,115.0,99.0,115.0,99.0,0.0,13.0,22.0,3.0,8.0,2.0,7.0,2019-03,0.2965,5.25,1.5,7.25,2019.0,0.25,0.5825,22.75,13.25,0.54375,6.75,3.5,113.25,117.25,0.25,106.75,2.0,7.75,1.0,4.0,102.75,0.25,0.2857142857142857,0.375,0.23478260869565218,0.29642857142857143,0.54375,0.2744535245322527
2019.0,42,0.5,0.16699999999999998,0.667,8.0,6.0,1.0,1.0,3.0,2.0,27.0,0.0,113.0,105.0,113.0,105.0,0.0,9.0,18.0,8.0,12.0,1.0,6.0,2019-03,0.28825,5.5,1.5,7.25,2019.0,0.5,0.577,21.5,12.5,0.56775,8.0,4.5,113.75,117.75,0.25,108.5,2.25,8.75,1.0,3.5,104.5,0.25,0.16666666666666666,0.6666666666666666,0.23893805309734514,0.28809523809523807,0.5675595238095239,0.25310695672550787
2019.0,41,0.47600000000000003,0.444,0.429,9.0,16.0,0.0,0.0,2.0,3.0,31.0,0.0,118.0,109.0,118.0,109.0,0.0,10.0,21.0,3.0,7.0,4.0,9.0,2019-03,0.27425,6.75,2.0,10.25,2019.0,0.5,0.5329999999999999,21.0,11.25,0.475,8.5,4.25,116.5,116.5,0.0,105.0,2.25,8.5,0.5,3.0,105.0,0.0,0.4444444444444444,0.42857142857142855,0.2627118644067797,0.27420634920634923,0.47470238095238093,0.2486914648832776
2019.0,39,0.526,0.375,0.8,7.0,10.0,0.0,1.0,2.0,3.0,33.0,0.0,131.0,120.0,131.0,120.0,0.0,10.0,19.0,8.0,10.0,3.0,8.0,2019-03,0.31800000000000006,7.5,2.5,9.75,2019.0,0.5,0.52325,20.0,10.5,0.56775,9.25,5.5,119.25,119.25,0.0,108.25,2.75,7.75,0.75,3.0,108.25,0.0,0.375,0.8,0.25190839694656486,0.3179563492063492,0.5675595238095239,0.24708523078658545
2019.0,37,0.542,0.444,0.375,6.0,10.0,1.0,2.0,2.0,2.0,24.0,1.0,125.0,119.0,119.0,125.0,1.0,13.0,24.0,3.0,8.0,4.0,9.0,2019-02,0.35750000000000004,8.0,3.0,10.5,2019.0,0.5,0.5110000000000001,20.5,10.5,0.56775,9.25,5.5,120.25,121.75,0.25,114.75,2.25,7.5,1.0,2.5,113.25,0.25,0.4444444444444444,0.375,0.20168067226890757,0.35763888888888884,0.5675595238095239,0.23880974667989932
2019.0,40,0.348,0.0,0.8,12.0,11.0,0.0,3.0,3.0,5.0,27.0,0.0,110.0,105.0,110.0,105.0,0.0,8.0,23.0,8.0,10.0,0.0,4.0,2019-02,0.31575000000000003,7.5,2.75,11.75,2019.0,0.25,0.4730000000000001,21.75,10.25,0.601,8.75,5.5,119.5,121.0,0.25,114.75,2.25,8.5,1.5,3.25,113.25,0.25,0.0,0.8,0.24545454545454545,0.3159722222222222,0.6008928571428571,0.2404388697691994
2019.0,39,0.647,0.5,0.333,7.0,12.0,1.0,4.0,0.0,4.0,29.0,0.0,128.0,115.0,128.0,115.0,0.0,11.0,17.0,2.0,6.0,3.0,6.0,2019-02,0.32975000000000004,6.75,2.5,10.75,2019.0,0.5,0.51575,20.75,10.5,0.5770000000000001,8.5,5.25,122.0,123.5,0.25,116.25,1.75,8.0,2.5,3.5,114.75,0.25,0.5,0.3333333333333333,0.2265625,0.3298611111111111,0.5770833333333334,0.23140152866750446
2019.0,40,0.478,0.0,0.7,12.0,6.0,1.0,1.0,1.0,4.0,28.0,1.0,111.0,106.0,106.0,111.0,1.0,11.0,23.0,7.0,10.0,0.0,4.0,2019-02,0.23600000000000004,5.75,1.75,9.75,2019.0,0.75,0.50375,21.75,10.75,0.552,8.5,5.0,115.75,118.5,0.5,114.0,1.5,9.25,2.5,3.75,111.25,0.5,0.0,0.7,0.2641509433962264,0.2361111111111111,0.5520833333333333,0.23446216527991987
2019.0,43,0.4,0.3,0.818,11.0,16.0,1.0,3.0,3.0,2.0,18.0,0.0,117.0,113.0,117.0,113.0,0.0,8.0,20.0,9.0,11.0,3.0,10.0,2019-02,0.2,6.0,1.5,11.25,2019.0,0.75,0.46825,20.75,9.5,0.66275,9.25,6.5,115.25,116.5,0.25,111.0,1.75,10.5,2.75,3.75,109.75,0.25,0.3,0.8181818181818182,0.15384615384615385,0.2,0.6628787878787878,0.22250353567423142
2018.0,21,0.545,0.0,0.625,13.0,5.0,0.0,1.0,1.0,2.0,22.0,1.0,127.0,101.0,101.0,127.0,1.0,6.0,11.0,5.0,8.0,0.0,2.0,2018-12,0.26675,5.75,2.0,8.75,2018.75,0.0,0.51525,16.5,8.25,0.5515,5.75,3.25,121.25,128.75,0.75,118.25,1.5,11.5,1.5,3.75,110.75,0.75,0.0,0.625,0.21782178217821782,0.26666666666666666,0.5514880952380952,0.16914600927004464
2018.0,36,0.5710000000000001,0.4,1.0,14.0,7.0,1.0,1.0,0.0,4.0,22.0,0.0,107.0,99.0,107.0,99.0,0.0,8.0,14.0,4.0,4.0,2.0,5.0,2018-12,0.24175000000000002,4.5,1.25,7.5,2018.5,0.25,0.527,14.75,7.5,0.7515,5.5,4.0,116.0,123.25,0.5,110.75,0.5,12.0,1.0,4.0,103.5,0.5,0.4,1.0,0.205607476635514,0.24166666666666667,0.7514880952380951,0.18539162842892315
2018.0,39,0.4,0.0,0.667,12.0,14.0,0.0,2.0,3.0,2.0,36.0,1.0,112.0,104.0,104.0,112.0,1.0,8.0,20.0,6.0,9.0,0.0,4.0,2018-12,0.14175000000000004,4.25,0.75,8.75,2018.25,0.25,0.48125,16.75,7.75,0.7515000000000001,7.0,5.0,108.0,117.25,0.75,115.25,1.0,13.25,1.25,3.0,106.0,0.75,0.0,0.6666666666666666,0.34615384615384615,0.14166666666666666,0.7514880952380952,0.22781244290856115
2018.0,41,0.565,0.28600000000000003,0.615,13.0,8.0,1.0,1.0,1.0,5.0,13.0,0.0,115.0,110.0,115.0,110.0,0.0,13.0,23.0,8.0,13.0,2.0,7.0,2018-12,0.17150000000000004,4.5,1.0,8.5,2018.0,0.5,0.52025,17.0,8.75,0.72675,8.5,5.75,106.75,115.25,0.5,112.0,1.25,13.0,1.25,3.25,103.5,0.5,0.2857142857142857,0.6153846153846154,0.11304347826086956,0.17142857142857143,0.7267628205128205,0.2206566458071119
2018.0,32,0.313,0.0,0.5,6.0,3.0,1.0,0.0,0.0,4.0,24.0,0.0,128.0,110.0,128.0,110.0,0.0,5.0,16.0,3.0,6.0,0.0,2.0,2018-12,0.17150000000000004,4.5,1.0,8.0,2018.0,0.75,0.46225,18.25,8.5,0.6955,8.0,5.25,113.5,115.5,0.25,107.75,1.0,11.25,1.0,3.75,105.75,0.25,0.0,0.5,0.1875,0.17142857142857143,0.6955128205128205,0.21307620026255744
2018.0,30,0.467,0.33299999999999996,0.667,12.0,11.0,0.0,1.0,0.0,3.0,29.0,1.0,128.0,100.0,100.0,128.0,1.0,7.0,15.0,8.0,12.0,2.0,6.0,2018-12,0.15475,4.75,1.0,9.0,2018.0,0.5,0.43625,18.5,8.25,0.61225,10.0,6.25,111.75,120.75,0.5,115.0,1.0,10.75,1.0,3.5,106.0,0.5,0.3333333333333333,0.6666666666666666,0.29,0.15476190476190477,0.6121794871794871,0.2341743311036789
2018.0,36,0.667,0.5,0.333,5.0,4.0,0.0,2.0,1.0,3.0,28.0,0.0,126.0,111.0,126.0,111.0,0.0,12.0,18.0,2.0,6.0,3.0,6.0,2018-12,0.27975,5.25,1.75,6.5,2018.0,0.5,0.503,18.0,9.25,0.52875,9.25,5.25,117.25,124.25,0.25,114.75,0.5,9.0,1.0,3.75,107.75,0.25,0.5,0.3333333333333333,0.2222222222222222,0.27976190476190477,0.5288461538461539,0.20319142512077293
2018.0,38,0.526,0.5710000000000001,0.5,9.0,12.0,0.0,1.0,0.0,2.0,20.0,1.0,108.0,105.0,105.0,108.0,1.0,10.0,19.0,4.0,8.0,4.0,7.0,2018-12,0.351,5.25,2.25,7.5,2018.0,0.25,0.49325,17.0,8.5,0.5,8.0,4.25,114.75,122.5,0.5,114.25,0.25,8.0,1.0,3.0,106.5,0.5,0.5714285714285714,0.5,0.19047619047619047,0.35119047619047616,0.49999999999999994,0.22254960317460315
2018.0,32,0.5,0.0,0.667,8.0,9.0,0.0,2.0,2.0,5.0,35.0,1.0,111.0,88.0,88.0,111.0,1.0,9.0,18.0,2.0,3.0,0.0,3.0,2018-12,0.351,5.5,2.25,9.0,2018.0,0.0,0.54,17.5,9.5,0.54175,7.25,4.0,104.75,118.25,0.75,114.5,0.75,8.5,1.5,3.25,101.0,0.75,0.0,0.6666666666666666,0.3977272727272727,0.35119047619047616,0.5416666666666666,0.2751064213564213
2018.0,37,0.46399999999999997,0.375,0.667,8.0,11.0,0.0,2.0,4.0,1.0,42.0,0.0,133.0,120.0,133.0,120.0,0.0,13.0,28.0,6.0,9.0,3.0,8.0,2018-12,0.36150000000000004,6.0,2.5,9.0,2018.0,0.0,0.53925,20.75,11.0,0.54175,6.5,3.5,113.0,119.5,0.5,112.5,1.75,7.5,1.75,2.75,106.0,0.5,0.375,0.6666666666666666,0.3157894736842105,0.3616071428571429,0.5416666666666666,0.281553789777474
2018.0,40,0.625,0.429,0.692,5.0,6.0,0.0,2.0,1.0,2.0,22.0,1.0,121.0,113.0,113.0,121.0,1.0,15.0,24.0,9.0,13.0,3.0,7.0,2018-12,0.34375,6.25,2.5,9.5,2018.0,0.0,0.52875,22.25,11.75,0.6315,8.25,5.25,109.75,118.25,0.75,115.0,1.75,7.5,1.75,2.5,106.5,0.75,0.42857142857142855,0.6923076923076923,0.19469026548672566,0.34375,0.6314102564102564,0.27467080059359983
